langage,nombre_de_mots,longueur_moyenne,longueur_maximale,longueur_minimale,diversite_binaire_0,diversite_binaire_1,entropie_binaire,distribution_des_longueurs 1,distribution_des_longueurs 2,distribution_des_longueurs 3,distribution_des_longueurs 4,distribution_des_longueurs 5,distribution_des_longueurs 6,distribution_des_longueurs 7,code
1011 011010 11 00 01,5,3.2,6,2,0.4375,0.5625,0.9886994082884974,0,3,0,1,0,1,0,True
01000 100,2,4.0,5,3,0.75,0.25,0.8112781244591328,0,0,1,0,1,0,0,True
010000,1,6.0,6,6,0.8333333333333334,0.16666666666666666,0.6500224216483541,0,0,0,0,0,1,0,True
0011100,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
101110 1010 00 01110 1110000,5,4.8,7,2,0.5,0.5,1.0,0,1,0,1,1,1,1,True
0011100 0101 010,3,4.666666666666667,7,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,1,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
111111 00 1111,3,4.0,6,2,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,1,0,1,0,1,0,False
10100 0101010 010 01,4,4.25,7,2,0.5882352941176471,0.4117647058823529,0.9774178175281716,0,1,1,0,1,0,1,False
0001011 0000 0010 110111 01,5,4.6,7,2,0.5652173913043478,0.43478260869565216,0.9876925088958034,0,1,0,2,0,1,1,True
0000100 00101 101010,3,6.0,7,5,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,1,1,1,True
1 000000,2,3.5,6,1,0.8571428571428571,0.14285714285714285,0.5916727785823275,1,0,0,0,0,1,0,True
11 1010110 10101,3,4.666666666666667,7,2,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,1,0,0,1,0,1,True
00000,1,5.0,5,5,1.0,0.0,-0.0,0,0,0,0,1,0,0,True
010010 1111 0111001 0000,4,5.25,7,4,0.5238095238095238,0.47619047619047616,0.998363672593813,0,0,0,2,0,1,1,True
0 011101 1011,3,3.6666666666666665,6,1,0.36363636363636365,0.6363636363636364,0.9456603046006401,1,0,0,1,0,1,0,True
0001101 100000 001101,3,6.333333333333333,7,6,0.631578947368421,0.3684210526315789,0.9494520153879484,0,0,0,0,0,2,1,True
1010 0010 000 1 1111001,5,3.8,7,1,0.5263157894736842,0.47368421052631576,0.9980008838722996,1,0,1,2,0,0,1,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
101100 101 1111101 010,4,4.75,7,3,0.3684210526315789,0.631578947368421,0.9494520153879484,0,0,2,0,0,1,1,True
111011 01,2,4.0,6,2,0.25,0.75,0.8112781244591328,0,1,0,0,0,1,0,True
10 00001 01,3,3.0,5,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,2,0,0,1,0,0,True
101110 110 10 11 1,5,2.8,6,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,2,1,0,0,1,0,False
010101 001,2,4.5,6,3,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,0,1,0,0,1,0,True
11010,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
1001000,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
101101 111100,2,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,2,0,True
11 0 111 101,4,2.25,3,1,0.2222222222222222,0.7777777777777778,0.7642045065086203,1,1,2,0,0,0,0,False
1010,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
0 0010 100 11110 01100 01,6,3.3333333333333335,5,1,0.55,0.45,0.9927744539878083,1,1,1,1,2,0,0,False
000111 111111 001,3,5.0,6,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,2,0,True
011111 00010 0001 111100 00011,5,5.2,6,4,0.5,0.5,1.0,0,0,0,1,2,2,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
001000 101000 1010,3,5.333333333333333,6,4,0.6875,0.3125,0.8960382325345574,0,0,0,1,0,2,0,True
110010 0 01,3,3.0,6,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,1,1,0,0,0,1,0,True
0111111 1100011,2,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,2,True
10 0101,2,3.0,4,2,0.5,0.5,1.0,0,1,0,1,0,0,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0 11 1101 100 000,5,2.6,4,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,1,2,1,0,0,0,False
100000 10 0 1000 011,5,3.2,6,1,0.6875,0.3125,0.8960382325345574,1,1,1,1,0,1,0,False
010110 00,2,4.0,6,2,0.625,0.375,0.954434002924965,0,1,0,0,0,1,0,True
0000010 001 0 001101,4,4.25,7,1,0.7058823529411765,0.29411764705882354,0.8739810481273578,1,0,1,0,0,1,1,False
011011 0011100 011100,3,6.333333333333333,7,6,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,0,0,0,0,2,1,True
100000 001001 0000000 00 1101 1 010,7,4.142857142857143,7,1,0.7241379310344828,0.27586206896551724,0.8497511372532974,1,1,1,1,0,2,1,False
111 0 0101,3,2.6666666666666665,4,1,0.375,0.625,0.954434002924965,1,0,1,1,0,0,0,True
0 0100 00001,3,3.3333333333333335,5,1,0.8,0.2,0.7219280948873623,1,0,0,1,1,0,0,False
000111 10110,2,5.5,6,5,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,0,1,1,0,True
0100011,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
0001000 110 1110,3,4.666666666666667,7,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,1,True
11 1000 0011 011 010,5,3.2,4,2,0.5,0.5,1.0,0,1,2,2,0,0,0,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
11 110110,2,4.0,6,2,0.25,0.75,0.8112781244591328,0,1,0,0,0,1,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
11110,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
11110 0011000,2,6.0,7,5,0.5,0.5,1.0,0,0,0,0,1,0,1,True
1011,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
10 0 110101 1000001 1,5,3.4,7,1,0.5294117647058824,0.47058823529411764,0.9975025463691153,2,1,0,0,0,1,1,False
00000 110111 111,3,4.666666666666667,6,3,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,1,0,1,1,0,True
110 111000 0 0100101 000,5,4.0,7,1,0.6,0.4,0.9709505944546686,1,0,2,0,0,1,1,False
10 00 100,3,2.3333333333333335,3,2,0.7142857142857143,0.2857142857142857,0.863120568566631,0,2,1,0,0,0,0,True
11 0000010,2,4.5,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,0,0,0,1,True
1010 0 110101 0010000 110011,5,4.8,7,1,0.5416666666666666,0.4583333333333333,0.9949848281859701,1,0,0,1,0,2,1,True
10 100101 11,3,3.3333333333333335,6,2,0.4,0.6,0.9709505944546686,0,2,0,0,0,1,0,True
110101,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
0111001 1011000,2,7.0,7,7,0.5,0.5,1.0,0,0,0,0,0,0,2,True
0000000,1,7.0,7,7,1.0,0.0,-0.0,0,0,0,0,0,0,1,True
0 01,2,1.5,2,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,0,0,0,0,0,True
010101,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
101111 0000 0110 11 011001 1010111 00,7,4.428571428571429,7,2,0.45161290322580644,0.5483870967741935,0.9932338197397066,0,2,0,2,0,2,1,False
10 011 100 001011 01,5,3.2,6,2,0.5,0.5,1.0,0,2,2,0,0,1,0,False
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
11 110,2,2.5,3,2,0.2,0.8,0.7219280948873623,0,1,1,0,0,0,0,True
1110111 1101010 0100111 1 000,5,5.0,7,1,0.4,0.6,0.9709505944546686,1,0,1,0,0,0,3,True
10 11100 11111,3,4.0,5,2,0.25,0.75,0.8112781244591328,0,1,0,0,2,0,0,True
1111,1,4.0,4,4,0.0,1.0,-0.0,0,0,0,1,0,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
011011 10 000011 11 1,5,3.4,6,1,0.4117647058823529,0.5882352941176471,0.9774178175281716,1,2,0,0,0,2,0,False
0111100 1110,2,5.5,7,4,0.36363636363636365,0.6363636363636364,0.9456603046006401,0,0,0,1,0,0,1,True
1 011,2,2.0,3,1,0.25,0.75,0.8112781244591328,1,0,1,0,0,0,0,True
00010 1011 100110 11 1,5,3.6,6,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,1,0,1,1,1,0,False
101 0111001 1111011 1011 0101010 1 01100,7,4.857142857142857,7,1,0.38235294117647056,0.6176470588235294,0.9596868937742169,1,0,1,1,1,0,3,False
00 1,2,1.5,2,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,1,0,0,0,0,0,True
10 000010,2,4.0,6,2,0.75,0.25,0.8112781244591328,0,1,0,0,0,1,0,True
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
1 11011,2,3.0,5,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,1,0,0,0,1,0,0,True
0000110,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
100100 0 10110 1110010,4,4.75,7,1,0.5263157894736842,0.47368421052631576,0.9980008838722996,1,0,0,0,1,1,1,True
1001000 1 010,3,3.6666666666666665,7,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,1,0,0,0,1,True
00101 01,2,3.5,5,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,0,True
10 1100 0111000,3,4.333333333333333,7,2,0.5384615384615384,0.46153846153846156,0.9957274520849255,0,1,0,1,0,0,1,True
00 111,2,2.5,3,2,0.4,0.6,0.9709505944546686,0,1,1,0,0,0,0,True
0001100 0110100 0 1101010 1011111 001001,6,5.833333333333333,7,1,0.5142857142857142,0.4857142857142857,0.9994110647387552,1,0,0,0,0,1,4,True
011100,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
10 01001,2,3.5,5,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,0,True
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
101 010000,2,4.5,6,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,1,0,True
110 0 1100 0100 100 01,6,2.8333333333333335,4,1,0.5882352941176471,0.4117647058823529,0.9774178175281716,1,1,2,2,0,0,0,False
1011111 01,2,4.5,7,2,0.2222222222222222,0.7777777777777778,0.7642045065086203,0,1,0,0,0,0,1,True
01011 00100 00 010010,4,4.5,6,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,0,0,2,1,0,True
0 0001101,2,4.0,7,1,0.625,0.375,0.954434002924965,1,0,0,0,0,0,1,True
0100001 0110,2,5.5,7,4,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,0,0,1,0,0,1,True
01011 1010010,2,6.0,7,5,0.5,0.5,1.0,0,0,0,0,1,0,1,True
00000 1011 1111 0 100 011 01,7,3.142857142857143,5,1,0.5,0.5,1.0,1,1,2,2,1,0,0,False
110 10 1110001 00 001110 1010101,6,4.5,7,2,0.48148148148148145,0.5185185185185185,0.9990102708804813,0,2,1,0,0,1,2,False
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
10 0011 111 101010,4,3.75,6,2,0.4,0.6,0.9709505944546686,0,1,1,1,0,1,0,False
111011 01010 00001 11 00011 1,6,4.0,6,1,0.4583333333333333,0.5416666666666666,0.9949848281859701,1,1,0,0,3,1,0,False
10 1,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
00110 0 110100 0000,4,4.0,6,1,0.6875,0.3125,0.8960382325345574,1,0,0,1,1,1,0,False
0111111,1,7.0,7,7,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,0,0,0,0,1,True
0110000 01000 1001101 1 1011111 101000 01,7,5.0,7,1,0.5142857142857142,0.4857142857142857,0.9994110647387552,1,1,0,0,1,1,3,False
11 010110,2,4.0,6,2,0.375,0.625,0.954434002924965,0,1,0,0,0,1,0,True
01000,1,5.0,5,5,0.8,0.2,0.7219280948873623,0,0,0,0,1,0,0,True
0 011010,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
010 01,2,2.5,3,2,0.6,0.4,0.9709505944546686,0,1,1,0,0,0,0,True
010 0011101,2,5.0,7,3,0.5,0.5,1.0,0,0,1,0,0,0,1,True
11 1,2,1.5,2,1,0.0,1.0,-0.0,1,1,0,0,0,0,0,False
10 100001 001111,3,4.666666666666667,6,2,0.5,0.5,1.0,0,1,0,0,0,2,0,True
00110 0011001 000011,3,6.0,7,5,0.6111111111111112,0.3888888888888889,0.964078764808229,0,0,0,0,1,1,1,True
10 001 11 01,4,2.25,3,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,3,1,0,0,0,0,True
1010 000011 00 1101 000 01100 001001,7,4.285714285714286,6,2,0.6333333333333333,0.36666666666666664,0.9480782435939055,0,1,1,2,1,2,0,False
11111 1111 00 100 1 11110 1001,7,3.4285714285714284,5,1,0.2916666666666667,0.7083333333333334,0.8708644692353644,1,1,1,2,2,0,0,False
01000 110 0100 1111111,4,4.75,7,3,0.42105263157894735,0.5789473684210527,0.9819407868640977,0,0,1,1,1,0,1,True
101 01001 011111 10 0001 000 0101001,7,4.285714285714286,7,2,0.5333333333333333,0.4666666666666667,0.9967916319816366,0,1,2,1,1,1,1,False
101001,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1000,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
110 11 100111 0100 1 100 0100011,7,3.7142857142857144,7,1,0.46153846153846156,0.5384615384615384,0.9957274520849255,1,1,2,1,0,1,1,False
00001,1,5.0,5,5,0.8,0.2,0.7219280948873623,0,0,0,0,1,0,0,True
01111 1011 1110 01,4,3.75,5,2,0.26666666666666666,0.7333333333333333,0.8366407419411672,0,1,0,2,1,0,0,True
10100 1001 1111 111,4,4.0,5,3,0.3125,0.6875,0.8960382325345574,0,0,1,2,1,0,0,False
11001 01,2,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,0,0,1,0,0,True
0 0000000 00 1101 110111,5,4.0,7,1,0.6,0.4,0.9709505944546686,1,1,0,1,0,1,1,False
1 10110,2,3.0,5,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,0,0,1,0,0,True
10000 100101 00101 11,4,4.5,6,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,0,2,1,0,True
110 100101 11 00 1,5,2.8,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,2,1,0,0,1,0,False
110 0 111 10101 0010011 010,6,3.6666666666666665,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,0,3,0,1,0,1,False
11 100111 00101 1110,4,4.25,6,2,0.35294117647058826,0.6470588235294118,0.9366673818775626,0,1,0,1,1,1,0,True
010,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
100001 110 1011 1 0100000,5,4.2,7,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,1,1,0,1,1,False
001001,1,6.0,6,6,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,0,0,0,1,0,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
10011 1 1110,3,3.3333333333333335,5,1,0.3,0.7,0.8812908992306927,1,0,0,1,1,0,0,True
1010100 000010 111100 0111 1 0101111 011000,7,5.285714285714286,7,1,0.4864864864864865,0.5135135135135135,0.9994730201859836,1,0,0,1,0,3,2,True
0001 100111 01,3,4.0,6,2,0.5,0.5,1.0,0,1,0,1,0,1,0,True
1010110 101 1010010 11110,4,5.5,7,3,0.4090909090909091,0.5909090909090909,0.9760206482366149,0,0,1,0,1,0,2,True
1101110 00 1010010 011110 01,5,4.8,7,2,0.4583333333333333,0.5416666666666666,0.9949848281859701,0,2,0,0,0,1,2,True
100110 000 01,3,3.6666666666666665,6,2,0.6363636363636364,0.36363636363636365,0.9456603046006401,0,1,1,0,0,1,0,True
101 1110001 0 1001011 0111110 1 01,7,4.0,7,1,0.39285714285714285,0.6071428571428571,0.9666186325481028,2,1,1,0,0,0,3,False
000 1,2,2.0,3,1,0.75,0.25,0.8112781244591328,1,0,1,0,0,0,0,True
11010,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
1110001,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
00000 101 111110 0 0111 11,6,3.5,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,1,1,1,1,1,0,False
1111 1010100 010 110010,4,5.0,7,3,0.45,0.55,0.9927744539878083,0,0,1,1,0,1,1,True
0001010 011,2,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,0,0,0,1,True
11111 110001 1000 100 0100111,5,5.0,7,3,0.44,0.56,0.9895875212220556,0,0,1,1,1,1,1,True
100 0101110 01,3,4.0,7,2,0.5,0.5,1.0,0,1,1,0,0,0,1,True
011100,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1110100,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
1 0100011,2,4.0,7,1,0.5,0.5,1.0,1,0,0,0,0,0,1,True
010001 00 1000 1 0100000,5,4.0,7,1,0.75,0.25,0.8112781244591328,1,1,0,1,0,1,1,False
0 0101011 0011 0100010 1001,5,4.6,7,1,0.5652173913043478,0.43478260869565216,0.9876925088958034,1,0,0,2,0,0,2,True
1100100 000010 0001011 100110 0100000 1101011,6,6.666666666666667,7,6,0.6,0.4,0.9709505944546686,0,0,0,0,0,2,4,True
11010 1110,2,4.5,5,4,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,1,1,0,0,True
0 01010,2,3.0,5,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,1,0,0,0,1,0,0,True
11111,1,5.0,5,5,0.0,1.0,-0.0,0,0,0,0,1,0,0,True
11111 0001110 01,3,4.666666666666667,7,2,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,1,0,0,1,0,1,True
011 10110 001011,3,4.666666666666667,6,3,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,1,0,1,1,0,True
10001 11111 0110,3,4.666666666666667,5,4,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,0,0,1,2,0,0,True
00 000010,2,4.0,6,2,0.875,0.125,0.5435644431995964,0,1,0,0,0,1,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
1010100 0000 0 110110 0011001 1100011 01,7,4.857142857142857,7,1,0.5588235294117647,0.4411764705882353,0.9899927915575186,1,1,0,1,0,1,3,False
10 100101 010000 000001,4,5.0,6,2,0.7,0.3,0.8812908992306927,0,1,0,0,0,3,0,True
0111010,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
1110100 0 1,3,3.0,7,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,2,0,0,0,0,0,1,False
0101,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
111101,1,6.0,6,6,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,0,0,0,0,1,0,True
0001 0 10101,3,3.3333333333333335,5,1,0.6,0.4,0.9709505944546686,1,0,0,1,1,0,0,True
0101000 011001 01110 00,4,5.0,7,2,0.6,0.4,0.9709505944546686,0,1,0,0,1,1,1,True
111111 1001110 1000 111,4,5.0,7,3,0.3,0.7,0.8812908992306927,0,0,1,1,0,1,1,False
0111,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
1101110 101001 111110 0 00001 110010,6,5.166666666666667,7,1,0.45161290322580644,0.5483870967741935,0.9932338197397066,1,0,0,0,1,3,1,True
100 0111010,2,5.0,7,3,0.5,0.5,1.0,0,0,1,0,0,0,1,True
1101100 101,2,5.0,7,3,0.4,0.6,0.9709505944546686,0,0,1,0,0,0,1,True
1101000 0 100,3,3.6666666666666665,7,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,1,0,0,0,1,True
00 111110 111111 10,4,4.0,6,2,0.25,0.75,0.8112781244591328,0,2,0,0,0,2,0,True
0100100,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
1111,1,4.0,4,4,0.0,1.0,-0.0,0,0,0,1,0,0,0,True
11111 0111000 0 11 10001,5,4.0,7,1,0.4,0.6,0.9709505944546686,1,1,0,0,2,0,1,False
1010 111010 0 0110 1011011,5,4.4,7,1,0.4090909090909091,0.5909090909090909,0.9760206482366149,1,0,0,2,0,1,1,True
100011,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1101100 001 1010 11 001011,5,4.4,7,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,1,1,1,0,1,1,True
10 10100 0 1,4,2.25,5,1,0.5555555555555556,0.4444444444444444,0.9910760598382222,2,1,0,0,1,0,0,False
0 1,2,1.0,1,1,0.5,0.5,1.0,2,0,0,0,0,0,0,True
11101 0111100,2,6.0,7,5,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,1,0,1,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
001 1100 1,3,2.6666666666666665,4,1,0.5,0.5,1.0,1,0,1,1,0,0,0,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
0 1100,2,2.5,4,1,0.6,0.4,0.9709505944546686,1,0,0,1,0,0,0,True
000111,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1 00 011,3,2.0,3,1,0.5,0.5,1.0,1,1,1,0,0,0,0,True
10010 101 1111 110011,4,4.5,6,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,1,1,1,0,True
011 0111110,2,5.0,7,3,0.3,0.7,0.8812908992306927,0,0,1,0,0,0,1,True
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
01110 01101 01 1010,4,4.0,5,2,0.4375,0.5625,0.9886994082884974,0,1,0,1,2,0,0,True
0 0010 110110 01,4,3.25,6,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,1,0,1,0,1,0,False
000 1011,2,3.5,4,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,0,True
0001 1 1111000,3,4.0,7,1,0.5,0.5,1.0,1,0,0,1,0,0,1,False
1011001 00001 11 1111101 0010,5,5.0,7,2,0.44,0.56,0.9895875212220556,0,1,0,1,1,0,2,True
10000 00 0101,3,3.6666666666666665,5,2,0.7272727272727273,0.2727272727272727,0.8453509366224364,0,1,0,1,1,0,0,True
10100 00,2,3.5,5,2,0.7142857142857143,0.2857142857142857,0.863120568566631,0,1,0,0,1,0,0,True
001 0 1100 0010 1,5,2.6,4,1,0.6153846153846154,0.38461538461538464,0.9612366047228759,2,0,1,2,0,0,0,False
0 1100101 1,3,3.0,7,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,2,0,0,0,0,0,1,False
101100 0 001011,3,4.333333333333333,6,1,0.5384615384615384,0.46153846153846156,0.9957274520849255,1,0,0,0,0,2,0,False
101 1010 00110 0 110010 110011 1110110,7,4.571428571428571,7,1,0.4375,0.5625,0.9886994082884974,1,0,1,1,1,2,1,False
111010 0101111,2,6.5,7,6,0.3076923076923077,0.6923076923076923,0.8904916402194913,0,0,0,0,0,1,1,True
101110 000 10001 0010001 01,5,4.6,7,2,0.6086956521739131,0.391304347826087,0.9656361333706098,0,1,1,0,1,1,1,True
11011 10 00110 1111001 001001,5,5.0,7,2,0.44,0.56,0.9895875212220556,0,1,0,0,2,1,1,True
0010100 01101 1010,3,5.333333333333333,7,4,0.5625,0.4375,0.9886994082884974,0,0,0,1,1,0,1,True
0 0101 011 1 010010 000000,6,3.5,6,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,2,0,1,1,0,2,0,False
01001 1110 11 00 111101,5,3.8,6,2,0.3684210526315789,0.631578947368421,0.9494520153879484,0,2,0,1,1,1,0,True
011,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
101111 1011001 0101101,3,6.666666666666667,7,6,0.35,0.65,0.934068055375491,0,0,0,0,0,1,2,True
10 0 110 1111110,4,3.25,7,1,0.3076923076923077,0.6923076923076923,0.8904916402194913,1,1,1,0,0,0,1,True
1101010 1010101,2,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,2,True
001 0 111 0010 1110011 0100001,6,4.166666666666667,7,1,0.52,0.48,0.9988455359952018,1,0,2,1,0,0,2,False
01100,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
1101000 000 1 01,4,3.25,7,1,0.6153846153846154,0.38461538461538464,0.9612366047228759,1,1,1,0,0,0,1,False
110110,1,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,1,0,True
111111 001 1111 100 000,5,3.8,6,3,0.3684210526315789,0.631578947368421,0.9494520153879484,0,0,3,1,0,1,0,False
1011,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
1011 00 011 01100 01,5,3.2,5,2,0.5,0.5,1.0,0,2,1,1,1,0,0,False
011110 1000100,2,6.5,7,6,0.5384615384615384,0.46153846153846156,0.9957274520849255,0,0,0,0,0,1,1,True
0 0010 11,3,2.3333333333333335,4,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,1,0,1,0,0,0,True
000111 0 1 0000,4,3.0,6,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,2,0,0,1,0,1,0,False
100100 11001 0001 0 0111 100111 0011,7,4.285714285714286,6,1,0.5,0.5,1.0,1,0,0,3,1,2,0,False
0011010 111,2,5.0,7,3,0.4,0.6,0.9709505944546686,0,0,1,0,0,0,1,True
0101101 001 0011100 0010110 0010 10101 1010010,7,5.714285714285714,7,3,0.55,0.45,0.9927744539878083,0,0,1,1,1,0,4,False
1001001,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
0001111 00,2,4.5,7,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,0,0,0,1,True
1110100 110 01100 101,4,4.5,7,3,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,0,2,0,1,0,1,True
101101 010101 0 0111 00011 100 01,7,3.857142857142857,6,1,0.48148148148148145,0.5185185185185185,0.9990102708804813,1,1,1,1,1,2,0,False
