langage,nombre_de_mots,longueur_moyenne,longueur_maximale,longueur_minimale,diversite_binaire_0,diversite_binaire_1,entropie_binaire,distribution_des_longueurs 1,distribution_des_longueurs 2,distribution_des_longueurs 3,distribution_des_longueurs 4,distribution_des_longueurs 5,distribution_des_longueurs 6,distribution_des_longueurs 7,code
10 00011 1100111 0100 0,5,3.8,7,1,0.5263157894736842,0.47368421052631576,0.9980008838722996,1,1,0,1,1,0,1,False
01 10 110 101,4,2.5,3,2,0.4,0.6,0.9709505944546686,0,2,2,0,0,0,0,False
10101 0010111,2,6.0,7,5,0.4166666666666667,0.5833333333333334,0.9798687566511528,0,0,0,0,1,0,1,True
1 100000 010000 0011 0,5,3.6,6,1,0.7222222222222222,0.2777777777777778,0.8524051786494786,2,0,0,1,0,2,0,False
1101,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
0000,1,4.0,4,4,1.0,0.0,-0.0,0,0,0,1,0,0,0,True
10 0101,2,3.0,4,2,0.5,0.5,1.0,0,1,0,1,0,0,0,True
1 0111 000 101101 01,5,3.2,6,1,0.4375,0.5625,0.9886994082884974,1,1,1,1,0,1,0,False
010100 0,2,3.5,6,1,0.7142857142857143,0.2857142857142857,0.863120568566631,1,0,0,0,0,1,0,True
111001 01010,2,5.5,6,5,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,0,1,1,0,True
10 1,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
1 110 011,3,2.3333333333333335,3,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,0,2,0,0,0,0,False
0 1110010 00,3,3.3333333333333335,7,1,0.6,0.4,0.9709505944546686,1,1,0,0,0,0,1,False
001 1 0,3,1.6666666666666667,3,1,0.6,0.4,0.9709505944546686,2,0,1,0,0,0,0,False
1011111,1,7.0,7,7,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,0,0,0,0,1,True
1111 001 1 110011 011 1001,6,3.5,6,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,2,2,0,1,0,False
1111 11 0110011 100101,4,4.75,7,2,0.3157894736842105,0.6842105263157895,0.8997437586982626,0,1,0,1,0,1,1,False
01111 000101 10010 0,4,4.25,6,1,0.5294117647058824,0.47058823529411764,0.9975025463691153,1,0,0,0,2,1,0,True
0 0110100 0011011 0110101 011111 1100101,6,5.833333333333333,7,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,0,0,0,1,4,True
1111100 0 100,3,3.6666666666666665,7,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,1,0,1,0,0,0,1,True
0000000,1,7.0,7,7,1.0,0.0,-0.0,0,0,0,0,0,0,1,True
1101 101 10001 1001000 1000 111 100100,7,4.571428571428571,7,3,0.53125,0.46875,0.9971803988942642,0,0,2,2,1,1,1,False
0110 1110000 00111 1010,4,5.0,7,4,0.5,0.5,1.0,0,0,0,2,1,0,1,True
1111 11 0000,3,3.3333333333333335,4,2,0.4,0.6,0.9709505944546686,0,1,0,2,0,0,0,False
010 10 11,3,2.3333333333333335,3,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,2,1,0,0,0,0,True
010 101 100100,3,4.0,6,3,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,2,0,0,1,0,True
001110 0,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
1101 1 1010111 101001 111,5,4.2,7,1,0.2857142857142857,0.7142857142857143,0.863120568566631,1,0,1,1,0,1,1,False
1011 1,2,2.5,4,1,0.2,0.8,0.7219280948873623,1,0,0,1,0,0,0,True
1010,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
0100010 01 000101 1101100,4,5.5,7,2,0.5909090909090909,0.4090909090909091,0.9760206482366149,0,1,0,0,0,1,2,True
111 0111 00 010,4,3.0,4,2,0.4166666666666667,0.5833333333333334,0.9798687566511528,0,1,2,1,0,0,0,True
1 1010 011 100 010 000111,6,3.3333333333333335,6,1,0.5,0.5,1.0,1,0,3,1,0,1,0,False
0111 101 0,3,2.6666666666666665,4,1,0.375,0.625,0.954434002924965,1,0,1,1,0,0,0,True
0011011 1 11011,3,4.333333333333333,7,1,0.3076923076923077,0.6923076923076923,0.8904916402194913,1,0,0,0,1,0,1,True
01 001000,2,4.0,6,2,0.75,0.25,0.8112781244591328,0,1,0,0,0,1,0,True
00110 01 110 0011,4,3.5,5,2,0.5,0.5,1.0,0,1,1,1,1,0,0,True
1001 0100000 0,3,4.0,7,1,0.75,0.25,0.8112781244591328,1,0,0,1,0,0,1,True
1 00000 11100,3,3.6666666666666665,5,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,0,0,2,0,0,True
1 000 0011101,3,3.6666666666666665,7,1,0.5454545454545454,0.45454545454545453,0.9940302114769565,1,0,1,0,0,0,1,True
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
001 111 0101 0011010 0101110 01 00,7,4.0,7,2,0.5,0.5,1.0,0,2,2,1,0,0,2,False
10 1011 01110 011 1110 010,6,3.5,5,2,0.38095238095238093,0.6190476190476191,0.9587118829771318,0,1,2,2,1,0,0,False
0110 0010 1111000 10101,4,5.0,7,4,0.5,0.5,1.0,0,0,0,2,1,0,1,True
1 111 10011 011111 0001110 0,6,3.8333333333333335,7,1,0.34782608695652173,0.6521739130434783,0.9321115676166747,2,0,1,0,1,1,1,False
000001 100000 111 101111 01 001101,6,4.833333333333333,6,2,0.5172413793103449,0.4827586206896552,0.9991421039919088,0,1,1,0,0,4,0,True
1010 00 100 1000111 0110111,5,4.6,7,2,0.4782608695652174,0.5217391304347826,0.9986359641585718,0,1,1,1,0,0,2,True
11 1011010 110111 100 010 00,6,3.8333333333333335,7,2,0.43478260869565216,0.5652173913043478,0.9876925088958034,0,2,2,0,0,1,1,True
111 0111 01 1,4,2.5,4,1,0.2,0.8,0.7219280948873623,1,1,1,1,0,0,0,False
111 1111 10110 110111,4,4.5,6,3,0.16666666666666666,0.8333333333333334,0.6500224216483541,0,0,1,1,1,1,0,False
001,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1101110 011 110101,3,5.333333333333333,7,3,0.3125,0.6875,0.8960382325345574,0,0,1,0,0,1,1,True
11110,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
101100,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1000101 0001 1,3,4.0,7,1,0.5833333333333334,0.4166666666666667,0.9798687566511528,1,0,0,1,0,0,1,True
00111 10000 0101 100 1000000 1000111,6,5.166666666666667,7,3,0.6129032258064516,0.3870967741935484,0.9629004147713269,0,0,1,1,2,0,2,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
0001 0,2,2.5,4,1,0.8,0.2,0.7219280948873623,1,0,0,1,0,0,0,True
1000 110000,2,5.0,6,4,0.7,0.3,0.8812908992306927,0,0,0,1,0,1,0,True
1 011001,2,3.5,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,0,0,0,1,0,True
1011 11 00010 0,4,3.0,5,1,0.5,0.5,1.0,1,1,0,1,1,0,0,False
10 101 0,3,2.0,3,1,0.5,0.5,1.0,1,1,1,0,0,0,0,False
111010 110101,2,6.0,6,6,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,0,0,0,2,0,True
110111 1 0,3,2.6666666666666665,6,1,0.25,0.75,0.8112781244591328,2,0,0,0,0,1,0,False
1111010 101 1011 001000 1010 010 01,7,4.142857142857143,7,2,0.4827586206896552,0.5172413793103449,0.9991421039919088,0,1,2,2,0,1,1,False
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
1101 11 11111 10100 0,5,3.4,5,1,0.29411764705882354,0.7058823529411765,0.8739810481273578,1,1,0,1,2,0,0,False
01 011,2,2.5,3,2,0.4,0.6,0.9709505944546686,0,1,1,0,0,0,0,True
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
1001 000 011,3,3.3333333333333335,4,3,0.6,0.4,0.9709505944546686,0,0,2,1,0,0,0,True
1 000,2,2.0,3,1,0.75,0.25,0.8112781244591328,1,0,1,0,0,0,0,True
0010,1,4.0,4,4,0.75,0.25,0.8112781244591328,0,0,0,1,0,0,0,True
11011,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
110001,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
1111 0101 10100,3,4.333333333333333,5,4,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,0,0,2,1,0,0,True
0100100,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
11 1,2,1.5,2,1,0.0,1.0,-0.0,1,1,0,0,0,0,0,False
01,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
0110010 1111 000000,3,5.666666666666667,7,4,0.5882352941176471,0.4117647058823529,0.9774178175281716,0,0,0,1,0,1,1,True
001 1011 011 10011 01100,5,4.0,5,3,0.45,0.55,0.9927744539878083,0,0,2,1,2,0,0,False
000010 000 011 00,4,3.5,6,2,0.7857142857142857,0.21428571428571427,0.74959525725948,0,1,2,0,0,1,0,False
1001 0111 01100,3,4.333333333333333,5,4,0.46153846153846156,0.5384615384615384,0.9957274520849255,0,0,0,2,1,0,0,True
0111 10011 10100 1010 1100000,5,5.0,7,4,0.52,0.48,0.9988455359952018,0,0,0,2,2,0,1,True
10011 0111 01 100,4,3.5,5,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,1,1,1,1,0,0,True
1111 101,2,3.5,4,3,0.14285714285714285,0.8571428571428571,0.5916727785823275,0,0,1,1,0,0,0,True
1001101 0000111 11000,3,6.333333333333333,7,5,0.5263157894736842,0.47368421052631576,0.9980008838722996,0,0,0,0,1,0,2,True
011011 00111 011,3,4.666666666666667,6,3,0.35714285714285715,0.6428571428571429,0.9402859586706311,0,0,1,0,1,1,0,False
1101 10 1 1101001 01 00,6,3.0,7,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,1,3,0,1,0,0,1,False
1 01011,2,3.0,5,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,0,0,1,0,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
10 01,2,2.0,2,2,0.5,0.5,1.0,0,2,0,0,0,0,0,True
11 1 10 00011 1110 00001 0010,7,3.2857142857142856,5,1,0.5217391304347826,0.4782608695652174,0.9986359641585718,1,2,0,2,2,0,0,False
1 0010010 1110101 0101 00,5,4.2,7,1,0.5238095238095238,0.47619047619047616,0.998363672593813,1,1,0,1,0,0,2,False
000001,1,6.0,6,6,0.8333333333333334,0.16666666666666666,0.6500224216483541,0,0,0,0,0,1,0,True
0111 11011 0010 0100100,4,5.0,7,4,0.5,0.5,1.0,0,0,0,2,1,0,1,True
1101 101010 1110110 01 000111,5,5.0,7,2,0.4,0.6,0.9709505944546686,0,1,0,1,0,2,1,True
11 1 011001 1101100 0110111 110 0,7,3.857142857142857,7,1,0.37037037037037035,0.6296296296296297,0.9509560484549725,2,1,1,0,0,1,2,False
1001 1 10101,3,3.3333333333333335,5,1,0.4,0.6,0.9709505944546686,1,0,0,1,1,0,0,True
11010 11 0000,3,3.6666666666666665,5,2,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,1,0,1,1,0,0,True
1110,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
1 0110 00100 1110110,4,4.25,7,1,0.47058823529411764,0.5294117647058824,0.9975025463691153,1,0,0,1,1,0,1,False
0110 1 000001 1100,4,3.75,6,1,0.6,0.4,0.9709505944546686,1,0,0,2,0,1,0,True
10011 110 011 0,4,3.0,5,1,0.4166666666666667,0.5833333333333334,0.9798687566511528,1,0,2,0,1,0,0,False
000000 11001 010011 01 1100,5,4.6,6,2,0.6086956521739131,0.391304347826087,0.9656361333706098,0,1,0,1,1,2,0,True
10 01,2,2.0,2,2,0.5,0.5,1.0,0,2,0,0,0,0,0,True
111 01110 100,3,3.6666666666666665,5,3,0.36363636363636365,0.6363636363636364,0.9456603046006401,0,0,2,0,1,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
101 1011 10110 10100 10010,5,4.4,5,3,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,1,1,3,0,0,True
100010 11 110 0,4,3.0,6,1,0.5,0.5,1.0,1,1,1,0,0,1,0,False
11 0 10101 111 00,5,2.6,5,1,0.38461538461538464,0.6153846153846154,0.9612366047228759,1,2,1,0,1,0,0,False
010 00011 00,3,3.3333333333333335,5,2,0.7,0.3,0.8812908992306927,0,1,1,0,1,0,0,True
11100,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
11 10001 1101100 100 01,5,3.8,7,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,2,1,0,1,0,1,False
0111,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
11 10 10101 0100 100001 010 0010011,7,4.142857142857143,7,2,0.5517241379310345,0.4482758620689655,0.9922666387194963,0,2,1,1,1,1,1,False
1 1011011 011 1110 1011100 11100,6,4.5,7,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,0,1,1,1,0,2,False
010110 0010001 011001 010 01100 11001,6,5.333333333333333,7,3,0.5625,0.4375,0.9886994082884974,0,0,1,0,2,2,1,False
0100 1 1001110 000001,4,4.5,7,1,0.6111111111111112,0.3888888888888889,0.964078764808229,1,0,0,1,0,1,1,True
100011 000,2,4.5,6,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,1,0,True
1 0011,2,2.5,4,1,0.4,0.6,0.9709505944546686,1,0,0,1,0,0,0,True
1,1,1.0,1,1,0.0,1.0,-0.0,1,0,0,0,0,0,0,True
01110 110000,2,5.5,6,5,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,0,1,1,0,True
00100 1 101001 1111111 1010101 1011101 0,7,4.857142857142857,7,1,0.38235294117647056,0.6176470588235294,0.9596868937742169,2,0,0,0,1,1,3,False
1111 110110 1000110 011 001110,5,5.2,7,3,0.38461538461538464,0.6153846153846154,0.9612366047228759,0,0,1,1,0,2,1,True
0000101,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
0001 01 100101 1111011,4,4.75,7,2,0.42105263157894735,0.5789473684210527,0.9819407868640977,0,1,0,1,0,1,1,True
1000110,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
101101 01 10,3,3.3333333333333335,6,2,0.4,0.6,0.9709505944546686,0,2,0,0,0,1,0,True
101 000 010 0111000 00,5,3.6,7,2,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,1,3,0,0,0,1,False
1101 10 0010100 1001 001110,5,4.6,7,2,0.5217391304347826,0.4782608695652174,0.9986359641585718,0,1,0,2,0,1,1,True
0001101 10 10100 110101,4,5.0,7,2,0.5,0.5,1.0,0,1,0,0,1,1,1,True
101,1,3.0,3,3,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,0,1,0,0,0,0,True
01110,1,5.0,5,5,0.4,0.6,0.9709505944546686,0,0,0,0,1,0,0,True
01001 00,2,3.5,5,2,0.7142857142857143,0.2857142857142857,0.863120568566631,0,1,0,0,1,0,0,True
1010101 01,2,4.5,7,2,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,1,0,0,0,0,1,True
1101 11101 101101,3,5.0,6,4,0.26666666666666666,0.7333333333333333,0.8366407419411672,0,0,0,1,1,1,0,True
10111 0010,2,4.5,5,4,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,0,0,1,1,0,0,True
10 1111000 1010,3,4.333333333333333,7,2,0.46153846153846156,0.5384615384615384,0.9957274520849255,0,1,0,1,0,0,1,False
011101 100000 10101 1100010,4,6.0,7,5,0.5416666666666666,0.4583333333333333,0.9949848281859701,0,0,0,0,1,2,1,True
0011 1100 1010,3,4.0,4,4,0.5,0.5,1.0,0,0,0,3,0,0,0,True
10 1,2,1.5,2,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,1,1,0,0,0,0,0,True
11 0111 1110 011100 11111,5,4.2,6,2,0.23809523809523808,0.7619047619047619,0.7918583525674836,0,1,0,2,1,1,0,False
111111 01110 00111 1110 0000 0,6,4.166666666666667,6,1,0.4,0.6,0.9709505944546686,1,0,0,2,2,1,0,False
11101,1,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,1,0,0,True
11 1 001 101110 1110 10011 1010010,7,4.0,7,1,0.39285714285714285,0.6071428571428571,0.9666186325481028,1,1,1,1,1,1,1,False
1110001,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
10 101 100111 10101 0101 0,6,3.5,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,1,1,1,1,1,0,False
100,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
1101 0100 101011,3,4.666666666666667,6,4,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,2,0,1,0,True
1001100,1,7.0,7,7,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,0,0,0,0,1,True
1101 1 1000110 000110 0110 010,6,4.166666666666667,7,1,0.52,0.48,0.9988455359952018,1,0,1,2,0,1,1,False
1001000 0100 00000 101011,4,5.5,7,4,0.6818181818181818,0.3181818181818182,0.9023932827949788,0,0,0,1,1,1,1,True
11 0100011 10110 011 0010101 0,6,4.166666666666667,7,1,0.48,0.52,0.9988455359952018,1,1,1,0,1,0,2,False
111010 001000,2,6.0,6,6,0.5833333333333334,0.4166666666666667,0.9798687566511528,0,0,0,0,0,2,0,True
1110 011100,2,5.0,6,4,0.4,0.6,0.9709505944546686,0,0,0,1,0,1,0,True
10 1 010111 00110 0,5,3.0,6,1,0.4666666666666667,0.5333333333333333,0.9967916319816366,2,1,0,0,1,1,0,False
101 01010 10110 0001110 1101001 0,6,4.666666666666667,7,1,0.5,0.5,1.0,1,0,1,0,2,0,2,False
0110 11 1010,3,3.3333333333333335,4,2,0.4,0.6,0.9709505944546686,0,1,0,2,0,0,0,True
1011 10 110,3,3.0,4,2,0.3333333333333333,0.6666666666666666,0.9182958340544896,0,1,1,1,0,0,0,True
1000110 11011 110,3,5.0,7,3,0.4,0.6,0.9709505944546686,0,0,1,0,1,0,1,True
1100101 101 1011111 10010 0101111 0,6,5.0,7,1,0.36666666666666664,0.6333333333333333,0.9480782435939055,1,0,1,0,1,0,3,True
001 01010 01110 1110000 01 11011,6,4.5,7,2,0.48148148148148145,0.5185185185185185,0.9990102708804813,0,1,1,0,3,0,1,False
001101,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
11 01110 0010111 1111011 00,5,4.6,7,2,0.34782608695652173,0.6521739130434783,0.9321115676166747,0,2,0,0,1,0,2,True
111 101000,2,4.5,6,3,0.4444444444444444,0.5555555555555556,0.9910760598382222,0,0,1,0,0,1,0,True
11 10 101 1000 000 0101011 00001,7,3.7142857142857144,7,2,0.5769230769230769,0.4230769230769231,0.9828586897127056,0,2,2,1,1,0,1,False
011001 0,2,3.5,6,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,0,0,0,0,1,0,True
1011 00 0,3,2.3333333333333335,4,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,1,1,0,1,0,0,0,False
0101110 0,2,4.0,7,1,0.5,0.5,1.0,1,0,0,0,0,0,1,True
0110010 0101 101 1001100,4,5.25,7,3,0.5238095238095238,0.47619047619047616,0.998363672593813,0,0,1,1,0,0,2,True
110011 001 00111 110 00,5,3.8,6,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,0,1,2,0,1,1,0,True
01001 0111 01111 010011 110,5,4.6,6,3,0.391304347826087,0.6086956521739131,0.9656361333706098,0,0,1,1,2,1,0,True
011101 1 1000010 10000 1001,5,4.6,7,1,0.5652173913043478,0.43478260869565216,0.9876925088958034,1,0,0,1,1,1,1,True
101 1010 0010010,3,4.666666666666667,7,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,1,True
10 1 110010 00,4,2.75,6,1,0.5454545454545454,0.45454545454545453,0.9940302114769565,1,2,0,0,0,1,0,False
1 0111 1010001 0000 00,5,3.6,7,1,0.6111111111111112,0.3888888888888889,0.964078764808229,1,1,0,2,0,0,1,False
11100 11111,2,5.0,5,5,0.2,0.8,0.7219280948873623,0,0,0,0,2,0,0,True
1100 0,2,2.5,4,1,0.6,0.4,0.9709505944546686,1,0,0,1,0,0,0,True
1110010 0010,2,5.5,7,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,0,0,0,1,0,0,1,True
1 1011 0000011 010 1100 0,6,3.3333333333333335,7,1,0.55,0.45,0.9927744539878083,2,0,1,2,0,0,1,False
1 000110 110 110101,4,4.0,6,1,0.4375,0.5625,0.9886994082884974,1,0,1,0,0,2,0,True
0101000 110,2,5.0,7,3,0.6,0.4,0.9709505944546686,0,0,1,0,0,0,1,True
1 1001 0110 110 11001,5,3.4,5,1,0.4117647058823529,0.5882352941176471,0.9774178175281716,1,0,1,2,1,0,0,False
11 00011 0,3,2.6666666666666665,5,1,0.5,0.5,1.0,1,1,0,0,1,0,0,False
11010 000 10 101110,4,4.0,6,2,0.5,0.5,1.0,0,1,1,0,1,1,0,True
1 01010 001001 00010 0100 01 0,7,3.4285714285714284,6,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,2,1,0,1,2,1,0,False
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
0110010 010000 1001010,3,6.666666666666667,7,6,0.65,0.35,0.934068055375491,0,0,0,0,0,1,2,True
1 1111101 1110 011011 1100,5,4.4,7,1,0.2727272727272727,0.7272727272727273,0.8453509366224364,1,0,0,2,0,1,1,False
000,1,3.0,3,3,1.0,0.0,-0.0,0,0,1,0,0,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
000,1,3.0,3,3,1.0,0.0,-0.0,0,0,1,0,0,0,0,True
10 01001,2,3.5,5,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,1,0,0,1,0,0,True
1000100 010010,2,6.5,7,6,0.6923076923076923,0.3076923076923077,0.8904916402194913,0,0,0,0,0,1,1,True
101 00,2,2.5,3,2,0.6,0.4,0.9709505944546686,0,1,1,0,0,0,0,True
1000000,1,7.0,7,7,0.8571428571428571,0.14285714285714285,0.5916727785823275,0,0,0,0,0,0,1,True
001 1 0011101 010 00,5,3.2,7,1,0.5625,0.4375,0.9886994082884974,1,1,2,0,0,0,1,False
10,1,2.0,2,2,0.5,0.5,1.0,0,1,0,0,0,0,0,True
100,1,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,1,0,0,0,0,True
111 1011 10110 0,4,3.25,5,1,0.3076923076923077,0.6923076923076923,0.8904916402194913,1,0,1,1,1,0,0,False
10 1 11110 0001 101101 111101 100,7,3.857142857142857,6,1,0.37037037037037035,0.6296296296296297,0.9509560484549725,1,1,1,1,1,2,0,False
010110 11 001100 0010,4,4.5,6,2,0.5555555555555556,0.4444444444444444,0.9910760598382222,0,1,0,1,0,2,0,True
0111 01 101 001101,4,3.75,6,2,0.4,0.6,0.9709505944546686,0,1,1,1,0,1,0,True
00,1,2.0,2,2,1.0,0.0,-0.0,0,1,0,0,0,0,0,True
1111010,1,7.0,7,7,0.2857142857142857,0.7142857142857143,0.863120568566631,0,0,0,0,0,0,1,True
0110 1 000001,3,3.6666666666666665,6,1,0.6363636363636364,0.36363636363636365,0.9456603046006401,1,0,0,1,0,1,0,True
1111 1111111 000110,3,5.666666666666667,7,4,0.23529411764705882,0.7647058823529411,0.7871265862012691,0,0,0,1,0,1,1,False
11,1,2.0,2,2,0.0,1.0,-0.0,0,1,0,0,0,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
1 0011100 01101 0110000,4,5.0,7,1,0.55,0.45,0.9927744539878083,1,0,0,0,1,0,2,True
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
10011 100110,2,5.5,6,5,0.45454545454545453,0.5454545454545454,0.9940302114769565,0,0,0,0,1,1,0,True
010110 1 1011011 11010 100 111110 00,7,4.285714285714286,7,1,0.4,0.6,0.9709505944546686,1,1,1,0,1,2,1,False
101 0,2,2.0,3,1,0.5,0.5,1.0,1,0,1,0,0,0,0,True
001 100,2,3.0,3,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,0,0,2,0,0,0,0,True
01100,1,5.0,5,5,0.6,0.4,0.9709505944546686,0,0,0,0,1,0,0,True
0011,1,4.0,4,4,0.5,0.5,1.0,0,0,0,1,0,0,0,True
101110 0,2,3.5,6,1,0.42857142857142855,0.5714285714285714,0.9852281360342515,1,0,0,0,0,1,0,True
1100011 1000110 0111001 011,4,6.0,7,3,0.4583333333333333,0.5416666666666666,0.9949848281859701,0,0,1,0,0,0,3,True
10 000 01100,3,3.3333333333333335,5,2,0.7,0.3,0.8812908992306927,0,1,1,0,1,0,0,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
0100 0101001 10101,3,5.333333333333333,7,4,0.5625,0.4375,0.9886994082884974,0,0,0,1,1,0,1,True
0000101,1,7.0,7,7,0.7142857142857143,0.2857142857142857,0.863120568566631,0,0,0,0,0,0,1,True
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
1 0 111100 110000 1110 1110011,6,4.166666666666667,7,1,0.4,0.6,0.9709505944546686,2,0,0,1,0,2,1,False
111,1,3.0,3,3,0.0,1.0,-0.0,0,0,1,0,0,0,0,True
001 000 111 0110 01 00,6,2.8333333333333335,4,2,0.5882352941176471,0.4117647058823529,0.9774178175281716,0,2,3,1,0,0,0,False
11 00 1110,3,2.6666666666666665,4,2,0.375,0.625,0.954434002924965,0,2,0,1,0,0,0,True
10001 00 1100111 000010 110 0,6,4.0,7,1,0.5833333333333334,0.4166666666666667,0.9798687566511528,1,1,1,0,1,1,1,False
1011,1,4.0,4,4,0.25,0.75,0.8112781244591328,0,0,0,1,0,0,0,True
0101011,1,7.0,7,7,0.42857142857142855,0.5714285714285714,0.9852281360342515,0,0,0,0,0,0,1,True
110001,1,6.0,6,6,0.5,0.5,1.0,0,0,0,0,0,1,0,True
0011 100,2,3.5,4,3,0.5714285714285714,0.42857142857142855,0.9852281360342515,0,0,1,1,0,0,0,True
01 10,2,2.0,2,2,0.5,0.5,1.0,0,2,0,0,0,0,0,True
1 101 0,3,1.6666666666666667,3,1,0.4,0.6,0.9709505944546686,2,0,1,0,0,0,0,False
0,1,1.0,1,1,1.0,0.0,-0.0,1,0,0,0,0,0,0,True
01 1 01110 0,4,2.25,5,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,2,1,0,0,1,0,0,False
0 00,2,1.5,2,1,1.0,0.0,-0.0,1,1,0,0,0,0,0,False
1101 01 10010 1111010,4,4.5,7,2,0.3888888888888889,0.6111111111111112,0.964078764808229,0,1,0,1,1,0,1,True
